Track,Album Name,Artist,Release Date,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Playlist Reach,Apple Music Playlist Count,SiriusXM Spins,Deezer Playlist Count,Amazon Playlist Count,Shazam Counts,Explicit Track
Un Coco,Un Verano Sin Ti,Bad Bunny,2022-06-05,534736940.0,54870.0,16605882.0,20204348.0,11.0,86.0,1.0,4.0,751985.0,0
Tutu,Tutu,Camilo,2019-09-08,594224324.0,50354.0,18628100.0,275575570.0,89.0,242.0,33.0,32.0,1100391.0,0
Tadow,Tadow,Masego,2017-06-10,475786302.0,169485.0,31599668.0,15937686.0,62.0,74.0,30.0,36.0,6595975.0,0
Heart Like A Truck,Heart Like A Truck,Lainey Wilson,2022-05-20,156975001.0,21559.0,5658951.0,328117737.0,28.0,130.0,3.0,17.0,854584.0,0
Honey Boy feat Nile Rodgers  Shenseea,Honey Boy feat Nile Rodgers  Shenseea  Single,Purple Disco Machine,2024-03-05,19468909.0,2924.0,43639283.0,777.0,38.0,86.0,64.0,21.0,134063.0,0
Creeper Star,Creeper Star,Leo Walrus,2022-11-29,239850720.0,28.0,283.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Ya Acabo,DEV Vol 2,Marca MP,2021-02-19,340744110.0,34114.0,13462017.0,16616564.0,8.0,328.0,3.0,9.0,1239032.0,0
Love You So,The King Khan  BBQ Show,The King Khan  BBQ Show,2005-01-01,16326628.0,12434.0,3542140.0,13579446.0,9.0,17.0,12.0,12.0,632600.0,0
DOGTOOTH,DOGTOOTH,Tyler The Creator,2023-03-27,141377619.0,54114.0,7207419.0,29195879.0,23.0,464.0,12.0,8.0,387490.0,1
All Too Well 10 Minute Version Taylors Version From The Vault,Red Taylors Version,Taylor Swift,2021-12-11,842558786.0,55074.0,40675939.0,25836314.0,86.0,77.0,9.0,24.0,827246.0,1
Srivalli From Pushpa The Rise Part  01,Srivalli From Pushpa The Rise Part  01,Javed Ali,2021-12-14,125396685.0,6443.0,2952745.0,259045019.0,6.0,86.0,15.0,2.0,118884.0,0
Go Back feat Julia Church,Go Back feat Julia Church,John Summit,2024-05-16,12724701.0,3327.0,49830444.0,97746040.0,15.0,7.0,14.0,39.0,71800.0,0
Did It Again,Did It Again,Lil Tecca,2019-07-24,440181206.0,87099.0,9847312.0,96353373.0,15.0,67.0,12.0,17.0,391268.0,1
QUTENME EL TELFONO feat Yandel Jay,The Academy Segunda Misi,The Academy Segunda Misi,2024-03-28,39876490.0,5502.0,29909107.0,9505646.0,6.0,86.0,7.0,19.0,328225.0,1
Kalaastar From Honey 30,Kalaastar From Honey 30  Single,Yo Yo Honey Singh,2023-10-15,31193454.0,2610.0,1441921.0,97746040.0,2.0,86.0,15.0,9.0,64971.0,0
Tshwala Bam feat SNE EeQue,Tshwala Bam feat SNE EeQue,TitoM,2024-02-23,30674267.0,5326.0,8199508.0,26918523.0,29.0,86.0,7.0,15.0,854584.0,0
Firestone,Running Hits  201502,Kygo,2015-09-02,1106264600.0,144992.0,42832108.0,156656689.0,205.0,86.0,106.0,31.0,17246943.0,0
Cheap Thrills,This Is Acting,Sia,2016-01-29,699374947.0,88850.0,23034012.0,584819588.0,264.0,86.0,106.0,11.0,854584.0,0
GOSSIP feat Tom Morello,GOSSIP feat Tom Morello,Mne,2023-01-13,239288183.0,42084.0,9541843.0,22318374.0,34.0,36.0,18.0,20.0,1704066.0,1
Meridian,Meridian,Dave,2023-08-24,81911061.0,28740.0,4403115.0,85442573.0,26.0,86.0,30.0,20.0,1019877.0,1
Ten by Ten,Lazy Mechanics,Carrier,2023-02-24,2265.0,37.0,2401.0,97746040.0,28.0,86.0,15.0,17.0,51.0,0
Unknown,Unknown,ANNA ASTI,2023-07-14,17080355.0,5909.0,554886.0,435977933.0,17.0,86.0,15.0,17.0,1065042.0,0
LOU LOU,LOU LOU  Single,Gabito Ballesteros,2023-10-21,242519709.0,18760.0,16688762.0,97746040.0,10.0,86.0,11.0,9.0,329048.0,1
Dangerous Woman,Dangerous Woman,Ariana Grande,2016-11-03,1120622892.0,104167.0,39070160.0,175840192.0,90.0,93.0,42.0,10.0,4234563.0,0
ON,MAP OF THE SOUL  7,BTS,2020-02-21,452491920.0,26714.0,19212443.0,133249553.0,20.0,15.0,8.0,13.0,1247966.0,0
Problem,The Edge Mixed By GWizard  DJ Nino Brown,Ariana Grande,2014-01-01,863631428.0,84796.0,36693869.0,534765125.0,113.0,713.0,59.0,32.0,8231077.0,0
SUPERMODEL,SUPERMODEL,Mne,2022-05-13,308183607.0,57988.0,30736731.0,65010.0,70.0,629.0,52.0,32.0,2354432.0,0
Dont Call Me Up,Ivy To Roses Mixtape,Mabel,2019-01-18,1016283394.0,103794.0,41086368.0,523334750.0,192.0,86.0,321.0,31.0,9406511.0,0
Bodak Yellow,Bodak Yellow,Cardi B,2017-06-16,894360950.0,99270.0,29301256.0,2201124.0,247.0,175.0,41.0,48.0,6520985.0,1
Latch,Settle,Disclosure,2013-01-01,1017438306.0,174201.0,45341736.0,162617345.0,219.0,239.0,105.0,72.0,15182802.0,0
Mourning,Mourning,Post Malone,2023-05-19,160305133.0,35523.0,3552008.0,152388969.0,54.0,916.0,6.0,9.0,437969.0,1
300 Noches,300 Noches,Belinda,2024-04-25,51637997.0,2090.0,37145336.0,2635352.0,7.0,86.0,8.0,16.0,131747.0,1
How Do You Sleep,How Do You Sleep,Sam Smith,2019-07-19,972593978.0,84347.0,25942681.0,615432219.0,130.0,67.0,39.0,32.0,5795814.0,0
BAIXO,BAIXO,xxanteria,2023-09-19,101938916.0,14123.0,13264777.0,21795577.0,1.0,86.0,15.0,17.0,436098.0,0
Asylum,Avana Deluxe,Olivetheboy,2024-01-03,4792243.0,518.0,3436044.0,97746040.0,16.0,86.0,2.0,7.0,480872.0,0
American Boy No Rap Version,American Boy Remixes 2024  Single,Estelle,2024-05-22,12102307.0,2.0,9001.0,97746040.0,28.0,86.0,15.0,17.0,1123232.0,0
ceilings,five seconds flat,Lizzy McAlpine,2022-08-04,540382129.0,67808.0,85710040.0,237035026.0,76.0,558.0,31.0,58.0,1224138.0,0
Love On The Brain,ANTI Deluxe,Rihanna,2016-01-28,1480311407.0,162952.0,72991098.0,6397841.0,134.0,71.0,76.0,46.0,12739673.0,1
HIBIKI,nadie sabe lo que va a pasar ma,Bad Bunny,2023-10-13,160821035.0,28905.0,14456501.0,36717.0,11.0,86.0,6.0,10.0,141377.0,1
GATITAS SANDUNGUERAS VOL1,GATITAS SANDUNGUERAS VOL1,Alvaro Diaz,2024-05-16,41517704.0,2895.0,85480305.0,97746040.0,22.0,86.0,9.0,25.0,62200.0,0
Gangstas Paradise,Gangstas Paradise 25th Anniversary  Remastered,Coolio,2020-09-25,1675750095.0,506.0,66189.0,97746040.0,97.0,86.0,1.0,9.0,854584.0,0
Broccoli feat Lil Yachty,Broccoli feat Lil Yachty  Single,DRAM,2016-06-04,849055927.0,131131.0,22922803.0,243279146.0,132.0,86.0,24.0,2.0,4186604.0,1
LOST,Right Place Wrong Person,RM,2024-05-24,31453044.0,763.0,32866636.0,119265847.0,12.0,1.0,20.0,3.0,26633.0,1
Stay with Alessia Cara,Stay,Zedd,2017-02-23,1224136357.0,115858.0,34379868.0,84724507.0,198.0,318.0,62.0,29.0,8721927.0,0
YuNg BrAtZ,Revenge,XXXTENTACION,2017-05-16,442472374.0,85567.0,16713395.0,1895476.0,7.0,86.0,15.0,1.0,1002168.0,1
Saami Saami From Pushpa The Rise Part  01,Saami Saami From Pushpa The Rise Part  01,Sunidhi Chauhan,2021-12-13,50831625.0,3101.0,1472504.0,326017670.0,28.0,86.0,15.0,1.0,63424.0,0
Facas  Ao Vivo,Diego  Victor Hugo Ao Vivo Em So Paulo Vo,Diego  Victor Hugo,2022-04-08,278318.0,114.0,34185.0,2231104652.0,28.0,86.0,15.0,17.0,854584.0,0
Thoda Thoda Pyaar,Thoda Thoda Pyaar,Stebin Ben,2021-12-02,122853878.0,12736.0,2733790.0,158304094.0,1.0,86.0,15.0,17.0,348168.0,0
Black And Yellow,Black And Yellow,Wiz Khalifa,2010-09-14,636986949.0,141343.0,32621464.0,160510966.0,62.0,52.0,43.0,2.0,2807300.0,1
SKEU SKEU SPEED UP,SKEU SKEU SPEED UP feat Wilsko  7ia  Single,Jogga,2023-09-20,18794730.0,5074.0,442006.0,55373937.0,1.0,86.0,1.0,17.0,335476.0,0
Sahara,Sahara,Hensonn,2021-11-16,274961162.0,80300.0,27332775.0,4466903.0,18.0,86.0,3.0,6.0,2819281.0,1
Leke Prabhu Ka Naam From Tiger 3,Leke Prabhu Ka Naam From Tiger 3,Pritam,2023-10-23,31783195.0,1189.0,1483697.0,87239915.0,3.0,86.0,1.0,12.0,41934.0,0
Yeah Glo,Yeah Glo Alternate Versions,GloRilla,2024-08-02,89513100.0,132.0,63750.0,97746040.0,30.0,86.0,15.0,17.0,854584.0,0
The Search,The Search,NF,2019-05-30,582823215.0,115214.0,15719606.0,26175375.0,11.0,86.0,9.0,3.0,3986033.0,0
Save Me with Lainey Wilson,Whitsitt Chapel,Jelly Roll,2023-02-06,239850720.0,32312.5,13264111.5,97746040.0,25.0,86.0,15.0,38.0,1373958.0,0
Tacos Gucci,Tacos Gucci  Single,Anuel AA,2024-02-15,31900914.0,4008.0,6510589.0,654207667.0,7.0,37.0,7.0,13.0,80932.0,1
wiggy,wiggy,Young Miko,2023-07-21,135841710.0,22636.0,7652807.0,7015965.0,12.0,690.0,7.0,39.0,404918.0,1
Nxde,I love,GIDLE,2022-10-17,242708368.0,24028.0,7729486.0,190154577.0,12.0,86.0,4.0,6.0,452824.0,0
Vaina Loca,Vaina Loca,Ozuna,2018-06-28,818413674.0,68379.0,22527293.0,355660176.0,38.0,204.0,34.0,35.0,1916459.0,0
Street Runner,Street Runner,Rod Wave,2021-10-03,163921357.0,36519.0,4018180.0,273349430.0,22.0,86.0,3.0,3.0,806043.0,1
Pure Water with Migos,Pure Water with Migos,Mustard,2019-01-16,726877512.0,145514.0,22684851.0,30375764.0,69.0,331.0,18.0,7.0,3804674.0,1
Ay Vamos,Superventas 2015,J Balvin,2014-03-03,385438228.0,51062.0,16368668.0,271382865.0,54.0,44.0,44.0,18.0,4433372.0,0
Samba de Malandro,Samba de Malandro,MC Paulin da Capital,2024-03-14,44365910.0,3206.0,27886603.0,132492795.0,7.0,86.0,16.0,16.0,81711.0,1
Entre las de 20,Entre las de 20,Bizarrap,2024-02-04,100182006.0,4826.0,49679476.0,97746040.0,15.0,86.0,6.0,10.0,164219.0,1
We Found Love,Talk That Talk Explicit,Rihanna,2011-01-01,1655539775.0,219739.0,111528796.0,188422282.0,318.0,1.0,153.0,103.0,12779481.0,0
Barbie World with Aqua From Barbie The Album,Barbie World with Aqua From Barbie The Album,Nicki Minaj,2023-06-22,470358238.0,7198.0,2204206.0,97746040.0,1.0,86.0,3.0,17.0,854584.0,0
Shut up My Moms Calling,Shut up My Moms Calling  Single,Hotel Ugly,2020-10-02,864865822.0,155446.0,25122611.0,4587987.0,3.0,593.0,5.0,13.0,1727338.0,0
Hell N Back,Hell N Back Sped Up,Bakar,2019-08-14,512194074.0,180810.0,58052469.0,305486.0,63.0,183.0,27.0,51.0,2988493.0,1
Stand By Me feat Morgan Wallen,Almost Healed,Lil Durk,2023-05-26,132870060.0,27561.0,8424250.0,174646320.0,36.0,50.0,10.0,35.0,393651.0,1
Wake Me Up Remix,Dance Essentials 2,Nick White,2022-01-04,2300429829.0,32312.5,13264111.5,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,2019-11-16,86910140.0,8749.0,2989865.0,73990282.0,5.0,86.0,15.0,7.0,202049.0,0
AOK,AOK,Tai Verdes,2021-06-05,389915082.0,101681.0,12962599.0,26683.0,57.0,1665.0,9.0,22.0,1518022.0,1
Shotgun,Staying at Tamaras,George Ezra,2018-03-23,930662973.0,130768.0,32965801.0,78973996.0,142.0,179.0,55.0,36.0,7331922.0,0
Kiss Me,Songs of Sonder,Dermot Kennedy,2022-02-09,149237160.0,22036.0,6228907.0,1935086543.0,39.0,86.0,22.0,20.0,2868389.0,0
COCO LOCO,COCO LOCO  Single,Maluma,2023-08-06,173609862.0,23712.0,20427970.0,86683187.0,53.0,531.0,39.0,45.0,849055.0,0
Sunny Day,Sunny Day,Matteo Rossanese,2021-05-28,5936.0,57.0,785.0,97746040.0,28.0,86.0,15.0,17.0,122323.0,0
High Rated Gabru From High Rated Gabru,High Rated Gabru,Guru Randhawa,2017-04-07,37248788.0,8023.0,1580067.0,170150228.0,14.0,86.0,15.0,2.0,276435.0,0
I spoke to the devil in miami he said everything would be fine,LOOK AT ME THE ALBUM,XXXTENTACION,2022-10-06,42993944.0,14476.0,4616378.0,197936.0,28.0,86.0,15.0,17.0,363684.0,0
Goosebumps,Goosebumps,HVME,2020-12-06,495274429.0,128838.0,28968321.0,92853363.0,120.0,178.0,54.0,10.0,2916022.0,1
Tt Bn,Tt Bn,Hana Cm,2023-03-01,558538.0,63.0,2483.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Aigiri Nandini,Numinosum,Nagavalli,2023-10-02,239850720.0,5.0,4173.0,796.0,28.0,86.0,15.0,17.0,7.0,0
Rolex,Rolex,Ayo  Teo,2017-03-15,491634627.0,75806.0,13437276.0,451705.0,44.0,72.0,21.0,2.0,4960587.0,0
on one tonight,One of Wun,Gunna,2024-10-05,28658023.0,4184.0,26150391.0,381728.0,28.0,3.0,15.0,17.0,854584.0,1
You  Me  Rivo Remix,You  Me Rivo Remix,Disclosure,2023-12-22,76959761.0,18706.0,48962409.0,97746040.0,33.0,86.0,43.0,24.0,958396.0,0
Whiskey On You,Whiskey On You  Single,Nate Smith,2022-06-05,193854805.0,33972.0,7580172.0,97746040.0,25.0,208.0,5.0,19.0,466888.0,0
Nostl,Nostlgico  Si,Rvssian,2021-08-09,503972431.0,90920.0,21683459.0,15679692.0,77.0,37.0,18.0,31.0,2021548.0,1
NO,NO,Meghan Trainor,2016-04-03,614050155.0,70723.0,23190101.0,227450378.0,78.0,24.0,35.0,16.0,8410179.0,0
HP,HP,Maluma,2019-01-03,614313540.0,55782.0,18750996.0,214374413.0,59.0,125.0,42.0,31.0,1887065.0,1
I Smoked Away My Brain Im God x Demons Mashup feat Imogen Heap  Clams Casino,I Smoked Away My Brain Im God x Demons Mashup feat Imogen Heap  Clams Casino,AAP Rocky,2023-08-18,190634973.0,37824.0,13018777.0,97746040.0,3.0,86.0,10.0,17.0,356345.0,1
Im a Mess,Im a Mess,Bebe Rexha,2018-06-15,671869078.0,64411.0,10816170.0,464557294.0,5.0,31.0,25.0,17.0,854584.0,0
Un Ratito,Un Verano Sin Ti,Bad Bunny,2022-06-05,500671737.0,57541.0,10245525.0,20223201.0,12.0,86.0,1.0,1.0,796992.0,0
Mamaws House,Mamaws House,Thomas Rhett,2023-09-28,57956846.0,10382.0,8944865.0,97746040.0,16.0,64.0,1.0,23.0,230880.0,0
Sezen Aksu,1  EP,Lvbel C5,2024-12-04,46650884.0,2613.0,5693826.0,97746040.0,8.0,86.0,4.0,17.0,265109.0,0
hotline edit,hotline edit,Billie Eilish,2023-09-05,366169549.0,36901.0,11637721.0,128585394.0,5.0,307.0,4.0,6.0,3943258.0,0
One More Night,Overexposed Track By Track,Maroon 5,2012-01-01,885944426.0,129982.0,34799834.0,1535620794.0,45.0,188.0,33.0,16.0,10178659.0,0
Can We Kiss Forever,Can We Kiss Forever,Kina,2018-08-31,634333924.0,20562.0,4363375.0,97746040.0,28.0,86.0,1.0,9.0,854584.0,0
Sigue,Captu,Beny Jr,2022-01-04,243125642.0,77523.0,7260157.0,155923213.0,8.0,86.0,3.0,2.0,854584.0,0
Desconocidos,Desconocidos,Mau y Ricky,2018-12-10,757001327.0,53221.0,16642929.0,162026619.0,54.0,10.0,30.0,34.0,1295202.0,1
After Party,Heaven Or Hell,Don Toliver,2020-03-13,706711575.0,170468.0,34103511.0,70837.0,70.0,203.0,16.0,11.0,1400011.0,1
Fluxxwave,Fluxxwave,Clovis Reyes,2023-07-05,88673935.0,17012.0,6135810.0,3165.0,1.0,86.0,1.0,17.0,441367.0,0
We Cant Stop,NOW The Hits Of Summer 2014,Miley Cyrus,2013-01-01,970858824.0,117008.0,50397971.0,547445834.0,140.0,72.0,72.0,29.0,6946040.0,0
Buy Dirt,Buy Dirt,Jordan Davis,2021-05-21,457254811.0,51641.0,18836339.0,97746040.0,34.0,229.0,1.0,27.0,958724.0,0
Las Morras,Las Morras,Peso Pluma,2023-04-04,253711656.0,26015.0,6838351.0,294580381.0,17.0,5.0,3.0,6.0,366772.0,1
Mamichula  con Nicki Nicole,Atrevido,Trueno,2020-07-23,515582705.0,65906.0,17187107.0,1343753328.0,51.0,86.0,31.0,23.0,634470.0,0
Fighting My Demons,A Great Chaos,Ken Carson,2023-10-13,97155109.0,35187.0,5011301.0,97746040.0,1.0,327.0,2.0,2.0,275363.0,1
FAKE LOVE,Love Yourself  A,BTS,2018-08-24,800203170.0,9924.0,2885625.0,246145303.0,12.0,86.0,2.0,6.0,3351704.0,0
The Sound Of Silence,The Sound of Silence CYRIL Remix,Disturbed,2015-01-01,777947820.0,135133.0,20085121.0,718331276.0,18.0,38.0,27.0,44.0,854584.0,0
Higher Power,Higher Power,Coldplay,2021-07-05,349603788.0,52095.0,26147738.0,364653532.0,151.0,85.0,49.0,43.0,2591262.0,0
The Perfect Girl,The Perfect Girl,Mareux,2019-10-13,402007889.0,119524.0,26655185.0,1265625.0,8.0,1.0,5.0,7.0,2706263.0,0
Yeah feat Lil Jon  Ludacris,Kings Of Crunk Special Edition,USHER,2004-01-01,1307469137.0,255327.0,107143110.0,163326719.0,289.0,185.0,117.0,102.0,15485233.0,0
Swear to God feat Future,Swear to God feat Future,Tee Grizzley,2024-10-05,7785021.0,1971.0,22252657.0,381728.0,17.0,5.0,7.0,21.0,57289.0,1
Prohibidox,FELIZ CUMPLEAOS FERXXO TE PIRATEAMOS EL,Feid,2022-09-14,289624210.0,36819.0,10542649.0,2872779.0,27.0,86.0,13.0,7.0,465619.0,0
LOVE FEAT ZACARI,DAMN,Kendrick Lamar,2017-04-14,1343672718.0,207632.0,54635449.0,97746040.0,146.0,86.0,45.0,38.0,5928064.0,1
Joga o Bum Bum Tam Tam,Bum Bum Tam Tam,MC Fioti,2017-06-14,191584138.0,1656.0,120121.0,151086411.0,10.0,86.0,15.0,17.0,854584.0,1
Montagem Mysterious Game,Montagem Mysterious Game,LXNGVX,2023-11-17,139208438.0,13863.0,30279318.0,97746040.0,4.0,86.0,15.0,17.0,1167271.0,0
soso,Boy Alone,Omah Lay,2022-06-24,167668390.0,54358.0,6297689.0,15648576.0,44.0,143.0,15.0,13.0,854584.0,0
SEDA,nadie sabe lo que va a pasar ma,Bad Bunny,2023-10-13,138855240.0,27705.0,8044125.0,4046637.0,6.0,86.0,2.0,5.0,201936.0,1
Lace It,Lace It with Eminem  benny blanco,Juice WRLD,2023-12-16,70180212.0,15523.0,14326985.0,1318430001.0,3.0,8.0,6.0,12.0,105692.0,1
You Say,You Say,Lauren Daigle,2018-07-13,542480898.0,81834.0,23568889.0,45869358.0,96.0,66.0,28.0,46.0,10103507.0,0
Watch The World Burn,Watch The World Burn,Falling In Reverse,2023-01-31,137204273.0,42638.0,4064739.0,8536921.0,9.0,24.0,5.0,10.0,633695.0,1
Hukum  Thalaivar Alappara From Jailer,Hukum  Thalaivar Alappara From Jailer,Anirudh Ravichander,2023-07-17,143053873.0,6149.0,3893159.0,273397.0,5.0,86.0,15.0,17.0,168682.0,0
With You,With You,AP Dhillon,2023-11-08,159980783.0,17289.0,9007969.0,97746040.0,17.0,86.0,2.0,16.0,215166.0,0
HUMO,HUMO  Single,Chencho Corleone,2024-04-04,44035743.0,2761.0,31791992.0,19076715.0,24.0,133.0,15.0,7.0,124799.0,0
I Love It  Lil Pump,I Love It  Single,Kanye West,2018-06-09,703089599.0,126449.0,21054860.0,182556476.0,52.0,118.0,27.0,12.0,2965820.0,1
Love Songs  Bonus,Love Songs,Kaash Paige,2018-11-19,478086665.0,80058.0,16908119.0,1750.0,29.0,86.0,7.0,7.0,2435456.0,0
Me Atraiu  Ao Vivo,Me Atraiu Ao Vivo,Gabriela Rocha,2023-01-02,103132095.0,16094.0,9626456.0,4380944.0,6.0,86.0,58.0,5.0,118786.0,0
LETS GET FKD UP,LETS GET FKD UP feat Tribbs,Alok,2023-11-17,125445403.0,28349.0,90192884.0,97746040.0,32.0,86.0,64.0,25.0,404270.0,1
I LOVE YOU HOE w 9lives,3x3,Odetari,2023-12-07,160320384.0,29292.0,5268261.0,97746040.0,1.0,26.0,3.0,5.0,394365.0,1
HAPPY,HOPE,NF,2023-07-04,127558523.0,29689.0,7546223.0,5771624.0,20.0,37.0,4.0,11.0,668230.0,0
BOOMBAYAH,SQUARE ONE,BLACKPINK,2016-08-08,534374502.0,43033.0,11871864.0,174681898.0,14.0,9.0,7.0,16.0,1251070.0,0
Min Awel Dekika,Min Awel Dekika,Elissa,2022-04-05,24195796.0,7751.0,520105.0,15212684.0,4.0,86.0,3.0,17.0,968681.0,0
cmo dormi,cmo dormi,Rels B,2022-04-08,516560181.0,60949.0,15706900.0,203932387.0,17.0,3.0,10.0,22.0,340443.0,1
my exs best friend with blackbear,my exs best friend with blackbear,mgk,2020-07-08,682383223.0,115706.0,17572847.0,12251314.0,80.0,1039.0,20.0,31.0,2439849.0,1
Parce feat Justin Quiles,Parce feat Justin Quiles,Maluma,2020-08-20,423582537.0,58315.0,14632113.0,9604334.0,64.0,86.0,23.0,24.0,965918.0,0
Cul Es Su Nombre,El De La Nueva Baby,Lucky Brown,2023-09-14,83521812.0,10789.0,6141307.0,497967066.0,1.0,86.0,3.0,17.0,97655.0,1
Borro Cassette,Borro Cassette,Maluma,2015-06-29,761287318.0,58967.0,27208424.0,300327582.0,66.0,25.0,41.0,35.0,2419505.0,0
Wild Thoughts,Wild Thoughts,DJ Khaled,2017-06-16,1164638213.0,145513.0,45841172.0,97746040.0,281.0,69.0,91.0,39.0,11992440.0,1
LULTIMA POESIA,LULTIMA POESIA  Single,Geolier,2024-03-22,41788648.0,2056.0,4977329.0,11032977.0,12.0,86.0,3.0,26.0,470963.0,0
Where Are  Now with Justin Bie,Skrillex and Diplo present Jack,Jack,2015-02-24,1100392417.0,117948.0,37006559.0,246356209.0,11.0,74.0,126.0,65.0,25076.0,0
TKN feat Travis Scott,TKN feat Travis Scott,ROSAL,2020-05-28,447192467.0,93245.0,19111650.0,34030311.0,141.0,181.0,58.0,24.0,2921983.0,0
loml,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,115748552.0,3133.0,26378677.0,97746040.0,18.0,86.0,3.0,57.0,55731.0,1
Est Da,Alma Vac,Ivan Cornejo,2021-08-20,263986575.0,37945.0,5228085.0,266125.0,21.0,2.0,2.0,7.0,1413328.0,0
In Your Eyes,After Hours,The Weeknd,2020-03-20,940914292.0,130934.0,30398290.0,270632997.0,115.0,126.0,34.0,28.0,6236168.0,1
Take Her Home,Take Her Home  Single,Kenny Chesney,2023-10-11,10292715.0,1666.0,3832651.0,217465527.0,13.0,87.0,8.0,12.0,139624.0,0
Dont Wanna Know feat Kendrick Lamar,Dont Wanna Know,Maroon 5,2016-11-10,946757383.0,87426.0,23437480.0,611909627.0,93.0,47.0,50.0,19.0,9035879.0,0
Entra Na Defender,Entra Na Defender,Luan Pereira,2024-03-21,68372540.0,2469.0,32369315.0,195270165.0,11.0,86.0,43.0,18.0,21095.0,0
Falling,Fine Line,Harry Styles,2019-12-13,1225776509.0,135760.0,95644468.0,6600033.0,114.0,60.0,61.0,30.0,1958247.0,0
Maps,Todo Exitos 2014 Los Nmero 1 Del A,Maroon 5,2014-01-01,1676528402.0,191597.0,65483960.0,545259689.0,62.0,45.0,57.0,13.0,157957.0,0
Were Good,Future Nostalgia The Moonlight Edition,Dua Lipa,2021-11-02,515693079.0,56753.0,16981156.0,346012847.0,106.0,162.0,40.0,28.0,2909613.0,0
Sip Alcohol,Alcohol  Single,Joeboy,2021-09-24,115647691.0,51136.0,5269627.0,19685448.0,48.0,225.0,11.0,19.0,4087365.0,0
Get You feat Kali Uchis,Get You  Single,Daniel Caesar,2016-10-21,1024198691.0,168424.0,41883756.0,651349.0,172.0,138.0,12.0,36.0,4056356.0,0
Body,Body,Loud Luxury,2017-10-27,1187784950.0,148513.0,50006803.0,248747073.0,173.0,410.0,68.0,57.0,9782303.0,0
One Thing At A Time,One Thing At A Time Sampler,Morgan Wallen,2022-02-12,249576970.0,31843.0,5546389.0,97746040.0,20.0,46.0,3.0,11.0,410037.0,0
Mentiras  CROSSOVER 3,Mentiras  CROSSOVER 3,Big One,2023-07-25,99865431.0,12217.0,5490186.0,199799559.0,1.0,86.0,4.0,4.0,104806.0,0
911,911,Sech,2021-05-02,352258962.0,68202.0,13733700.0,5980666.0,43.0,92.0,7.0,22.0,943449.0,1
Boyz Dont Cry,Boyz Dont Cry,Rod Wave,2023-09-13,56903153.0,11259.0,2115211.0,1880522.0,3.0,86.0,1.0,29.0,261112.0,0
Loser Baby,Hazbin Hotel Original Soundtrack Part 1,Andrew Underberg,2024-01-19,91969282.0,8656.0,2053660.0,97746040.0,3.0,86.0,15.0,17.0,53519.0,1
A Thousand Years,A Thousand Years,Aldy Santos,2017-02-27,13112.0,5.0,478.0,97746040.0,28.0,86.0,15.0,17.0,17251.0,0
You Make It Easy,You Make It Easy,Jason Aldean,2018-01-26,461456306.0,39872.0,6195765.0,14532218.0,5.0,25.0,2.0,13.0,1717815.0,0
Hoy,Hoy,Valentino Merlo,2024-05-22,3084236.0,396.0,5178216.0,16582955.0,2.0,86.0,4.0,4.0,41919.0,0
Suge,Baby On Baby,DaBaby,2019-01-03,647501734.0,112493.0,19804967.0,165058654.0,90.0,384.0,28.0,17.0,2919131.0,1
ball wo you,i am  i was,21 Savage,2018-12-21,637055162.0,167409.0,20422800.0,47981300.0,19.0,86.0,12.0,5.0,854584.0,1
Money,Money,Cardi B,2018-10-23,580625472.0,62829.0,21001481.0,117323780.0,73.0,223.0,30.0,5.0,24631.0,1
Queen of Kings,Queen of Kings,Alessandra,2023-08-01,162396159.0,44113.0,11475897.0,10071948.0,24.0,86.0,12.0,17.0,670703.0,0
Hasta Que Dios Diga,Emmanuel,Anuel AA,2020-05-29,657768560.0,87832.0,40590466.0,111654843.0,93.0,86.0,19.0,19.0,1043955.0,1
HYB feat Bas  Central Cee,Might Delete Later,J Cole,2024-05-04,36824548.0,6647.0,36021058.0,4619708.0,10.0,86.0,3.0,39.0,173469.0,1
Hackearamme,Decretos Reais Vol 3,Marlia Mendo,2023-03-16,43921455.0,1924.0,4623719.0,226061001.0,8.0,86.0,11.0,4.0,9589.0,0
No Type,No Type,Rae Sremmurd,2014-09-16,584277301.0,124262.0,20748688.0,171074585.0,64.0,6.0,30.0,7.0,4334574.0,1
MONTERO Call Me By Your Name,MONTERO Call Me By Your Name,Lil Nas X,2021-03-24,1902241314.0,7736.0,1546777.0,2455399379.0,94.0,86.0,6.0,1.0,854584.0,0
Unknown,Unknown,YOASOBI,2019-12-15,588095934.0,82659.0,7746455.0,84307511.0,59.0,86.0,7.0,9.0,1740273.0,0
Sand In My Boots,Dangerous The Double Album,Morgan Wallen,2021-08-01,379462137.0,52985.0,7003255.0,75996858.0,23.0,89.0,2.0,12.0,886799.0,0
Fouji Fojan Lofi 2 feat Aamin Barodi  Sapna Choudhary,Fouji Fojan 2 Lofi feat Aamin Barodi  Sapna Choudhary,Raj Mawer,2024-03-14,41746.0,2.0,31.0,97746040.0,28.0,86.0,15.0,17.0,3.0,0
